URL,Version,Status,OIDs,Name,Title,Description,Used
http://hl7.org/fhir/event-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.110",EventStatus,EventStatus,"Codes identifying the lifecycle stage of an event.","ValueSet/event-status"
http://hl7.org/fhir/identifier-use,4.0.1,active,"2.16.840.1.113883.4.642.4.58",IdentifierUse,IdentifierUse,"Identifies the purpose for this identifier, if known .","ValueSet/identifier-use"
http://hl7.org/fhir/request-priority,4.0.1,draft,"2.16.840.1.113883.4.642.4.116",RequestPriority,RequestPriority,"Identifies the level of importance to be assigned to actioning the request.","ValueSet/request-priority"
http://hl7.org/fhir/resource-types,4.0.1,active,,ResourceType,ResourceType,"One of the resource types defined as part of this version of FHIR.","ValueSet/resource-types"
http://snomed.info/sct,null,active,"2.16.840.1.113883.6.96",SNOMED_CT,SNOMED CT (all versions),"SNOMED CT is the most comprehensive and precise clinical health terminology product in the world, owned and distributed around the world by The International Health Terminology Standards Development Organisation (IHTSDO).","ValueSet/clinical-findings"
http://terminology.hl7.org/CodeSystem/common-tags,1.0.1,active,"2.16.840.1.113883.4.642.1.1067",CommonTags,Common Tags,"Common Tag Codes defined by FHIR project","ValueSet/common-tags"
http://terminology.hl7.org/CodeSystem/communication-category,1.0.1,active,"2.16.840.1.113883.4.642.1.1076",CommunicationCategory,CommunicationCategory,"Codes for general categories of communications such as alerts, instructions, etc.","ValueSet/communication-category"
http://terminology.hl7.org/CodeSystem/communication-not-done-reason,1.0.1,active,"2.16.840.1.113883.4.642.1.1077",CommunicationNotDoneReason,CommunicationNotDoneReason,"Codes for the reason why a communication did not happen.","ValueSet/communication-not-done-reason"
http://terminology.hl7.org/CodeSystem/communication-topic,1.0.1,active,"2.16.840.1.113883.4.642.1.1078",CommunicationTopic,CommunicationTopic,"Codes describing the purpose or content of the communication.","ValueSet/communication-topic"
http://terminology.hl7.org/CodeSystem/data-absent-reason,1.0.0,active,"2.16.840.1.113883.4.642.4.1048",DataAbsentReason,DataAbsentReason,"Used to specify why the normally expected content of the data element is missing.","ValueSet/data-absent-reason"
